Options:
Model:                           Discrete: Independent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-indep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2804047187
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-indep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           Empirical: (0.242424,0.121212,0.121212,0.515152)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	5
	ANC5	2	R11_Umbundu G61_Sangu 
	ANC4	2	JD53_Shi G61_Sangu 
	ANC3	2	L11_Pende G61_Sangu 
	ANC2	2	C83_Bushong G61_Sangu 
	ANC1	2	C41_Ngombe G61_Sangu 
Scale Tree:                      0.101827
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Node reconstruction / fossilisation:
	MRCA RecNodeUmbundu ANC5
	MRCA RecNodeShi ANC4
	MRCA RecNodePende ANC3
	MRCA RecNodeBushong ANC2
	MRCA RecNodeNgombe ANC1
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RecNodeUmbundu - P(0,0)	RecNodeUmbundu - P(0,1)	RecNodeUmbundu - P(1,0)	RecNodeUmbundu - P(1,1)	RecNodeShi - P(0,0)	RecNodeShi - P(0,1)	RecNodeShi - P(1,0)	RecNodeShi - P(1,1)	RecNodePende - P(0,0)	RecNodePende - P(0,1)	RecNodePende - P(1,0)	RecNodePende - P(1,1)	RecNodeBushong - P(0,0)	RecNodeBushong - P(0,1)	RecNodeBushong - P(1,0)	RecNodeBushong - P(1,1)	RecNodeNgombe - P(0,0)	RecNodeNgombe - P(0,1)	RecNodeNgombe - P(1,0)	RecNodeNgombe - P(1,1)	
5946000	-82.091698	492	0.726227	1.677297	5.210179	4.755935	0.199785	0.100548	0.132565	0.567101	0.000543	0.000601	0.095918	0.902938	0.000769	0.000741	0.108621	0.889868	0.002715	0.002248	0.123806	0.871231	0.028287	0.019350	0.139755	0.812607	0.111757	0.062138	0.144271	0.681834	
5947000	-81.550433	411	0.336264	1.940868	0.453981	2.214233	0.071901	0.077819	0.083364	0.766915	0.000000	0.000065	0.000152	0.999783	0.000000	0.000163	0.000361	0.999476	0.000003	0.000473	0.000838	0.998686	0.002191	0.014513	0.017163	0.966132	0.022624	0.046182	0.050744	0.880449	
5948000	-83.595465	59	0.493814	1.065772	7.571733	4.306637	0.291352	0.145614	0.107282	0.455752	0.000136	0.000097	0.141698	0.858070	0.000288	0.000177	0.160326	0.839209	0.020421	0.011266	0.170194	0.798119	0.052369	0.027207	0.169948	0.750477	0.195977	0.098121	0.134310	0.571592	
5949000	-83.913357	658	6.265108	3.912105	9.763516	6.280629	0.242197	0.121112	0.121263	0.515428	0.177011	0.097012	0.128300	0.597677	0.160035	0.086820	0.134220	0.618926	0.171205	0.091186	0.133451	0.604159	0.216939	0.110632	0.126048	0.546381	0.238539	0.119559	0.122028	0.519875	
5950000	-89.328289	370	4.374823	2.604046	14.844219	16.701460	0.242491	0.121245	0.121193	0.515071	0.081329	0.040724	0.167031	0.710916	0.086233	0.043143	0.165749	0.704875	0.087025	0.043536	0.165534	0.703905	0.164842	0.082439	0.143349	0.609370	0.228960	0.114481	0.125058	0.531501	
5951000	-81.633170	877	2.776221	3.430670	0.678360	2.259871	0.156150	0.134850	0.085007	0.623994	0.000019	0.011261	0.000192	0.988528	0.000156	0.017369	0.001037	0.981438	0.000587	0.032654	0.002041	0.964718	0.010000	0.067422	0.015823	0.906755	0.060469	0.113856	0.048557	0.777119	
5952000	-85.368618	96	9.501908	6.347816	11.327590	5.069398	0.242427	0.121209	0.121216	0.515149	0.231247	0.114918	0.125159	0.528677	0.229259	0.115438	0.124111	0.531192	0.232981	0.117158	0.123212	0.526649	0.240359	0.119066	0.122936	0.517639	0.242535	0.120687	0.121763	0.515015	
5953000	-82.032687	586	0.448252	1.112517	1.320575	2.557083	0.234855	0.148740	0.096566	0.519840	0.000002	0.000102	0.002249	0.997647	0.000010	0.000268	0.004187	0.995536	0.000043	0.000836	0.006006	0.993115	0.009942	0.031462	0.034359	0.924237	0.096281	0.110752	0.073575	0.719392	
5954000	-83.899589	543	7.125718	5.468318	0.817029	2.550453	0.174493	0.140528	0.087309	0.597670	0.000484	0.140558	0.000348	0.858611	0.001777	0.145881	0.001219	0.851123	0.004539	0.161644	0.002745	0.831072	0.025788	0.166939	0.014409	0.792864	0.084853	0.162206	0.043652	0.709288	
5955000	-84.040852	833	1.862706	2.158925	4.281488	2.256235	0.248643	0.116263	0.127669	0.507425	0.001284	0.002437	0.058137	0.938142	0.003134	0.004554	0.074323	0.917989	0.004095	0.005758	0.076444	0.913703	0.083644	0.047098	0.150230	0.719027	0.217892	0.092622	0.149459	0.540027	
5956000	-81.521395	327	1.425835	1.981466	3.950866	2.662554	0.237751	0.117728	0.123733	0.520788	0.000439	0.001336	0.037173	0.961052	0.000668	0.001561	0.047788	0.949983	0.005302	0.008211	0.069644	0.916843	0.056700	0.043772	0.118954	0.780574	0.179266	0.093580	0.133738	0.593416	
5957000	-85.720927	69	1.096657	3.493202	11.736437	6.577327	0.193876	0.096938	0.135083	0.574102	0.000425	0.000222	0.183833	0.815520	0.001038	0.000537	0.184868	0.813557	0.007634	0.003880	0.185781	0.802705	0.034785	0.017464	0.179926	0.767826	0.089474	0.044737	0.164912	0.700876	
5958000	-84.178785	497	9.483063	4.503019	2.742968	2.620716	0.238729	0.122301	0.119332	0.519638	0.041053	0.181292	0.020180	0.757476	0.024895	0.175240	0.013149	0.786716	0.078032	0.166050	0.039602	0.716316	0.127793	0.155280	0.063287	0.653640	0.206072	0.132780	0.102078	0.559070	
5959000	-82.236986	907	0.216725	1.880845	4.871496	2.910047	0.083255	0.041224	0.168083	0.707437	0.000006	0.000008	0.077077	0.922908	0.000011	0.000014	0.083139	0.916836	0.000365	0.000329	0.115332	0.883974	0.007337	0.004475	0.159783	0.828404	0.036006	0.018001	0.180207	0.765786	
5960000	-81.544927	959	0.511792	1.961019	8.231775	5.132488	0.153649	0.076838	0.146553	0.622960	0.000302	0.000185	0.161022	0.838491	0.000375	0.000215	0.170244	0.829166	0.000373	0.000214	0.170143	0.829270	0.021287	0.011206	0.176721	0.790786	0.086769	0.043616	0.164929	0.704686	
5961000	-81.111326	671	0.470250	1.504462	3.306046	3.408845	0.196674	0.104262	0.126963	0.572101	0.000014	0.000082	0.019137	0.980767	0.000015	0.000071	0.024228	0.975686	0.000448	0.001169	0.043042	0.955341	0.016272	0.019421	0.086522	0.877785	0.109379	0.069119	0.128938	0.692564	
5962000	-81.182484	563	1.100945	2.465140	4.722940	3.202414	0.204179	0.101889	0.132388	0.561544	0.001180	0.001560	0.081488	0.915773	0.002047	0.002636	0.083324	0.911993	0.006283	0.006259	0.104295	0.883162	0.041980	0.027371	0.142259	0.788390	0.125870	0.064922	0.150294	0.658914	
5963000	-82.883842	545	0.790830	2.577714	10.788221	7.371305	0.153057	0.076530	0.146742	0.623671	0.000497	0.000261	0.182573	0.816668	0.001816	0.000935	0.185511	0.811738	0.002721	0.001393	0.186038	0.809848	0.019394	0.009818	0.183065	0.787724	0.083690	0.041892	0.166404	0.708013	
5964000	-83.650329	817	2.150538	2.615837	4.484399	5.053020	0.216624	0.113712	0.122607	0.547057	0.003190	0.007164	0.049269	0.940377	0.004597	0.007115	0.069810	0.918479	0.011915	0.014779	0.084321	0.888984	0.067168	0.055823	0.108752	0.768257	0.162962	0.097439	0.121597	0.618002	
5965000	-83.558215	966	4.401882	2.376572	2.500384	2.254085	0.252151	0.122893	0.121523	0.503433	0.005028	0.056538	0.009716	0.928717	0.010227	0.057477	0.019116	0.913180	0.038504	0.087957	0.042785	0.830754	0.115839	0.125088	0.074575	0.684498	0.229692	0.132801	0.107788	0.529718	
5966000	-84.288611	575	9.093573	7.326347	1.964612	2.152316	0.249542	0.119132	0.124820	0.506507	0.010883	0.169545	0.006143	0.813429	0.012458	0.170154	0.006981	0.810407	0.030818	0.172501	0.016400	0.780281	0.127728	0.150764	0.065396	0.656112	0.218481	0.127454	0.109769	0.544296	
5967000	-82.584444	75	0.582082	2.692108	13.939149	6.569070	0.120242	0.060120	0.156123	0.663515	0.000551	0.000276	0.189899	0.809273	0.001541	0.000771	0.189827	0.807861	0.001659	0.000831	0.189794	0.807716	0.011104	0.005541	0.187602	0.795753	0.056917	0.028445	0.174284	0.740354	
5968000	-80.280985	205	0.897621	1.615755	1.066501	1.925048	0.223015	0.126956	0.111329	0.538700	0.000019	0.000895	0.002539	0.996547	0.000009	0.000536	0.002043	0.997411	0.000171	0.003669	0.005417	0.990743	0.017365	0.043143	0.042475	0.897017	0.112300	0.103059	0.089158	0.695483	
5969000	-85.013646	664	2.602321	2.254620	8.659031	4.273369	0.242653	0.121247	0.121227	0.514874	0.011855	0.006518	0.173018	0.808609	0.009440	0.005165	0.174393	0.811002	0.043655	0.022957	0.170636	0.762752	0.126701	0.062972	0.155097	0.655230	0.216446	0.107085	0.129957	0.546511	
5970000	-82.865006	479	0.572518	2.305365	17.653701	11.719252	0.163063	0.081532	0.143887	0.611518	0.000249	0.000125	0.190081	0.809545	0.000260	0.000130	0.190188	0.809422	0.000452	0.000226	0.190157	0.809165	0.023786	0.011897	0.183631	0.780687	0.094047	0.047024	0.163605	0.695324	
5971000	-84.984649	729	14.844587	6.451878	3.503861	2.586790	0.242993	0.121050	0.121496	0.514460	0.057715	0.175142	0.028631	0.738511	0.058518	0.173965	0.029217	0.738300	0.106137	0.160183	0.053056	0.680623	0.166572	0.143090	0.083156	0.607182	0.227142	0.125636	0.113518	0.533704	
5972000	-85.292561	464	8.015392	7.734526	5.485030	3.442040	0.242311	0.121234	0.121166	0.515288	0.086891	0.130940	0.056642	0.725527	0.126271	0.133118	0.074352	0.666259	0.145357	0.134252	0.081395	0.638996	0.195342	0.126462	0.104293	0.573903	0.235110	0.122059	0.118760	0.524071	
5973000	-84.536194	745	5.667567	3.041106	6.110563	4.425288	0.242965	0.121657	0.120884	0.514494	0.111764	0.105011	0.087157	0.696068	0.153153	0.103621	0.110092	0.633134	0.156062	0.104417	0.110589	0.628932	0.209908	0.121183	0.113236	0.555673	0.240215	0.125556	0.116526	0.517703	
5974000	-85.755311	984	0.811478	1.458801	12.260072	4.716474	0.222624	0.111289	0.126895	0.539191	0.000260	0.000124	0.197964	0.801652	0.004856	0.002393	0.191344	0.801407	0.003121	0.001544	0.191236	0.804098	0.037078	0.018166	0.182931	0.761824	0.141390	0.070168	0.151092	0.637351	
5975000	-84.970329	65	6.644203	4.864487	12.210292	7.917037	0.241777	0.120889	0.121396	0.515937	0.172201	0.088497	0.137716	0.601586	0.174727	0.089158	0.137919	0.598197	0.179826	0.091465	0.136889	0.591821	0.210308	0.105784	0.129640	0.554269	0.236654	0.118365	0.122821	0.522160	
5976000	-86.414429	590	3.605758	4.594118	6.754222	5.541742	0.237549	0.118898	0.122478	0.521074	0.041416	0.033184	0.118482	0.806917	0.037731	0.028521	0.125755	0.807992	0.050680	0.035636	0.130961	0.782723	0.129508	0.073275	0.137232	0.659984	0.183338	0.095774	0.132508	0.588379	
5977000	-82.747086	749	2.171401	2.791927	3.741887	2.394202	0.230368	0.111050	0.129198	0.529384	0.000795	0.003285	0.027561	0.968360	0.002213	0.005749	0.042973	0.949065	0.009426	0.016296	0.062075	0.912203	0.055053	0.042085	0.120418	0.782444	0.167881	0.081386	0.146609	0.604124	
5978000	-83.079510	434	1.275206	1.754716	10.124867	6.874916	0.240138	0.120076	0.121858	0.517927	0.003542	0.001888	0.179815	0.814755	0.002275	0.001204	0.181245	0.815277	0.006900	0.003598	0.182133	0.807369	0.067423	0.034344	0.168534	0.729699	0.179731	0.090117	0.138763	0.591389	
5979000	-81.942258	758	3.323730	2.589856	2.237487	2.721867	0.228334	0.124443	0.114908	0.532315	0.000665	0.015574	0.004919	0.978842	0.001018	0.015678	0.007454	0.975850	0.001667	0.020919	0.009079	0.968335	0.040664	0.079135	0.050178	0.830023	0.167196	0.122911	0.097935	0.611958	
5980000	-83.977491	225	2.016272	2.443907	3.816566	2.463021	0.237017	0.115283	0.126151	0.521549	0.005693	0.010745	0.057712	0.925851	0.002084	0.005039	0.046067	0.946811	0.002596	0.006083	0.047385	0.943937	0.063327	0.049034	0.117080	0.770558	0.190840	0.094797	0.136792	0.577571	
5981000	-81.683428	930	0.751851	2.431089	1.645423	3.281737	0.129356	0.085426	0.118733	0.666485	0.000007	0.000236	0.003361	0.996396	0.000162	0.001692	0.011141	0.987005	0.000404	0.002957	0.015782	0.980857	0.006160	0.017130	0.039641	0.937069	0.044091	0.051003	0.083536	0.821370	
5982000	-83.017352	967	1.889298	1.667537	13.430259	7.122642	0.282065	0.141032	0.109887	0.467017	0.004369	0.002225	0.186402	0.807004	0.008281	0.004179	0.186685	0.800856	0.026104	0.013115	0.182297	0.778485	0.152893	0.076489	0.146718	0.623900	0.272057	0.136014	0.112758	0.479171	
5983000	-83.083122	440	2.691896	1.940486	16.815474	9.367325	0.261710	0.130855	0.115702	0.491733	0.006891	0.003460	0.187893	0.801756	0.006891	0.003460	0.187893	0.801756	0.032078	0.016070	0.181020	0.770832	0.160159	0.080107	0.144672	0.615062	0.266085	0.133043	0.114452	0.486420	
5984000	-83.157096	517	1.212426	2.196154	9.177003	7.510248	0.208368	0.104189	0.130937	0.556506	0.001087	0.000616	0.171621	0.826675	0.004658	0.002486	0.179350	0.813505	0.015256	0.007853	0.181734	0.795156	0.054587	0.027797	0.172212	0.745405	0.130933	0.065769	0.152438	0.650860	
5985000	-83.455535	691	1.100050	1.536726	11.631582	4.681514	0.289304	0.144633	0.107833	0.458230	0.004716	0.002277	0.194564	0.798444	0.001021	0.000503	0.192433	0.806043	0.006909	0.003424	0.189897	0.799770	0.122807	0.060496	0.157445	0.659252	0.257093	0.127856	0.117664	0.497387	
5986000	-81.088954	539	1.006031	1.992291	2.432988	3.063652	0.196363	0.112545	0.117698	0.573394	0.000036	0.000446	0.009463	0.990056	0.000031	0.000382	0.009552	0.990034	0.000150	0.001407	0.012385	0.986058	0.012598	0.027739	0.048675	0.910988	0.112329	0.086688	0.105954	0.695028	
5987000	-86.703027	484	27.962591	22.320296	10.397634	4.582486	0.242526	0.121183	0.121263	0.515028	0.240793	0.121678	0.120397	0.517132	0.241142	0.121578	0.120571	0.516709	0.241385	0.121509	0.120693	0.516413	0.244676	0.120569	0.122338	0.512418	0.243830	0.120810	0.121915	0.513445	
5988000	-82.543911	466	2.185866	2.627153	0.354991	2.406976	0.110380	0.148014	0.059816	0.681790	0.000002	0.004835	0.000042	0.995121	0.000008	0.006150	0.000154	0.993688	0.000081	0.017119	0.000547	0.982253	0.003690	0.057038	0.007094	0.932178	0.034286	0.122312	0.026926	0.816477	
5989000	-84.933507	516	18.131168	11.405370	0.035098	2.192753	0.013085	0.186738	0.006543	0.793635	0.000001	0.190363	0.000000	0.809636	0.000002	0.190405	0.000001	0.809592	0.000727	0.190244	0.000364	0.808666	0.001067	0.190165	0.000533	0.808234	0.004595	0.189163	0.002297	0.803945	
5990000	-84.957499	920	14.557947	8.529302	9.074286	5.256372	0.242437	0.121209	0.121218	0.515137	0.225015	0.125663	0.112986	0.536336	0.226382	0.125192	0.113747	0.534680	0.229668	0.124447	0.115218	0.530667	0.237725	0.122418	0.118996	0.520861	0.242177	0.121279	0.121093	0.515451	
5991000	-82.509247	204	1.907654	2.958863	4.404459	2.950106	0.222602	0.110709	0.127538	0.539152	0.000352	0.000997	0.039849	0.958802	0.001683	0.003685	0.050705	0.943927	0.008446	0.012174	0.073910	0.905470	0.040938	0.032141	0.120797	0.806125	0.142912	0.074873	0.143440	0.638774	
5992000	-82.321818	602	1.110668	2.356825	3.460063	3.295331	0.200626	0.103897	0.128748	0.566729	0.000202	0.000917	0.025196	0.973685	0.000060	0.000333	0.020865	0.978741	0.001419	0.003898	0.040859	0.953825	0.018587	0.023830	0.080485	0.877097	0.111042	0.071721	0.125921	0.691316	
5993000	-83.329202	109	1.617414	2.383999	21.688845	9.627175	0.229792	0.114896	0.124821	0.530490	0.001735	0.000868	0.189976	0.807421	0.001765	0.000882	0.189970	0.807383	0.008807	0.004404	0.187955	0.798834	0.080954	0.040475	0.167355	0.711216	0.179943	0.089971	0.139064	0.591021	
5994000	-80.098005	474	0.251168	1.844816	6.144764	3.591901	0.093044	0.046395	0.164278	0.696283	0.000018	0.000017	0.111223	0.888742	0.000034	0.000030	0.116736	0.883199	0.000739	0.000504	0.146761	0.851996	0.009778	0.005460	0.171366	0.813396	0.041589	0.020920	0.177705	0.759786	
5995000	-86.374683	486	19.079202	8.011475	8.200803	4.279765	0.242539	0.121179	0.121269	0.515013	0.210424	0.130577	0.105026	0.553972	0.212497	0.129832	0.106190	0.551481	0.215672	0.128886	0.107810	0.547633	0.238565	0.122378	0.119220	0.519837	0.243488	0.120912	0.121741	0.513859	
5996000	-83.414001	51	0.300874	2.123235	4.434737	1.588745	0.120802	0.041983	0.211736	0.625480	0.000217	0.000157	0.139363	0.860263	0.000077	0.000054	0.145204	0.854665	0.000751	0.000445	0.165375	0.833428	0.021356	0.005410	0.308651	0.664583	0.077515	0.015872	0.330818	0.575795	
5997000	-82.308917	575	0.623004	1.480447	5.206571	2.479514	0.258376	0.119929	0.125711	0.495983	0.000313	0.000305	0.107772	0.891609	0.000255	0.000234	0.113387	0.886124	0.002878	0.002186	0.133402	0.861534	0.067388	0.031550	0.180952	0.720110	0.192781	0.081954	0.157205	0.568059	
5998000	-85.195974	809	0.010622	2.914904	14.254915	6.147519	0.002838	0.001419	0.189675	0.806068	0.000000	0.000000	0.190507	0.809493	0.000000	0.000000	0.190507	0.809493	0.000001	0.000001	0.190433	0.809565	0.000213	0.000106	0.190899	0.808781	0.001288	0.000643	0.190198	0.807871	
5999000	-84.851316	534	2.920936	1.718036	3.867631	4.463246	0.267021	0.138899	0.109578	0.484502	0.009757	0.022242	0.047508	0.920493	0.006263	0.014283	0.048050	0.931403	0.040056	0.051721	0.075842	0.832382	0.129537	0.114687	0.088648	0.667128	0.242199	0.156026	0.092927	0.508847	
6000000	-84.456608	480	7.433275	2.986755	8.649820	5.629915	0.245161	0.122620	0.120391	0.511828	0.226254	0.138765	0.102199	0.532782	0.222751	0.125003	0.113041	0.539205	0.225153	0.124440	0.114149	0.536258	0.262041	0.138079	0.109488	0.490392	0.256245	0.128917	0.116527	0.498311	
6001000	-81.197628	436	1.783457	1.854317	3.354707	3.074568	0.249651	0.128789	0.115426	0.506135	0.001603	0.005327	0.033955	0.959115	0.000835	0.002815	0.033592	0.962759	0.007285	0.014428	0.054850	0.923437	0.066053	0.065210	0.092503	0.776234	0.183591	0.118836	0.107287	0.590286	
6002000	-84.054276	621	1.091965	2.345928	13.578083	11.312977	0.200945	0.100473	0.133063	0.565519	0.002114	0.001070	0.188099	0.808717	0.001272	0.000641	0.188761	0.809326	0.011307	0.005668	0.186873	0.796152	0.066270	0.033160	0.171433	0.729137	0.141518	0.070767	0.150027	0.637687	
6003000	-82.920564	378	2.198565	2.522428	0.811931	1.622601	0.258407	0.110374	0.136314	0.494905	0.000033	0.005733	0.000678	0.993556	0.000051	0.006109	0.000970	0.992870	0.000329	0.014443	0.002636	0.982592	0.036890	0.071039	0.051362	0.840709	0.159328	0.100602	0.116235	0.623836	
6004000	-82.503091	786	2.270920	2.367926	2.766040	2.811050	0.225060	0.120742	0.117658	0.536540	0.000425	0.004446	0.011067	0.984062	0.000218	0.002456	0.010296	0.987030	0.003010	0.014260	0.023811	0.958919	0.034495	0.054529	0.063103	0.847873	0.154642	0.107173	0.107126	0.631059	
6005000	-82.785484	539	4.845768	2.924079	2.638019	2.655483	0.235511	0.124683	0.116327	0.523478	0.008200	0.080858	0.010740	0.900202	0.006580	0.063839	0.011137	0.918444	0.009497	0.071149	0.014214	0.905139	0.071015	0.120281	0.052524	0.756180	0.198698	0.131175	0.101359	0.568769	
6006000	-85.126589	644	14.109716	8.666608	19.400523	9.222829	0.242424	0.121212	0.121212	0.515152	0.240484	0.120340	0.121668	0.517509	0.241171	0.120620	0.121535	0.516673	0.241357	0.120710	0.121485	0.516448	0.242145	0.121059	0.121305	0.515490	0.242418	0.121208	0.121215	0.515159	
6007000	-83.904152	279	7.429606	6.207844	1.277119	1.820545	0.244779	0.120423	0.122507	0.512291	0.001790	0.147859	0.001210	0.849141	0.005147	0.149511	0.003410	0.841932	0.006577	0.157505	0.004087	0.831831	0.070954	0.153969	0.039860	0.735217	0.189606	0.133298	0.097064	0.580032	
6008000	-85.932131	434	10.549564	6.625076	29.949739	18.513161	0.242420	0.121210	0.121213	0.515157	0.236622	0.118311	0.122870	0.522197	0.235212	0.117606	0.123273	0.523909	0.237087	0.118544	0.122737	0.521632	0.240297	0.120148	0.121820	0.517735	0.242158	0.121079	0.121288	0.515475	
6009000	-86.697944	583	10.456904	3.475026	9.194383	5.342902	0.242791	0.121391	0.121112	0.514707	0.255601	0.146374	0.101919	0.496106	0.247003	0.136593	0.108132	0.508273	0.251809	0.132879	0.112172	0.503140	0.255144	0.130238	0.115123	0.499495	0.249282	0.124846	0.119055	0.506817	
6010000	-84.035486	756	1.687496	1.661737	0.288625	1.170067	0.239617	0.145235	0.099992	0.515156	0.000003	0.003914	0.000103	0.995979	0.000011	0.006151	0.000202	0.993637	0.000039	0.011317	0.000399	0.988245	0.014963	0.081502	0.019103	0.884432	0.119838	0.150611	0.062448	0.667103	
6011000	-84.297798	351	4.886520	3.338370	12.453918	8.558554	0.241431	0.120716	0.121495	0.516358	0.097184	0.050874	0.156333	0.695609	0.065771	0.034243	0.165884	0.734102	0.088633	0.045513	0.161398	0.704456	0.170798	0.086134	0.140557	0.602511	0.227518	0.113841	0.125383	0.533259	
6012000	-85.395764	875	6.759715	6.510954	4.409301	2.740891	0.243956	0.120560	0.122194	0.513289	0.056400	0.120689	0.042884	0.780026	0.078569	0.124741	0.054962	0.741728	0.133612	0.128021	0.080746	0.657621	0.175345	0.122569	0.101142	0.600945	0.234596	0.119410	0.121279	0.524716	
6013000	-83.843001	607	4.494937	3.076087	11.294447	7.817763	0.239844	0.119925	0.121946	0.518285	0.098785	0.051620	0.156127	0.693468	0.072002	0.037386	0.164517	0.726095	0.084592	0.043600	0.162017	0.709791	0.149277	0.075778	0.145806	0.629139	0.224561	0.112375	0.126212	0.536852	
6014000	-82.108520	368	0.510291	1.922485	19.789642	11.907735	0.117273	0.058637	0.156970	0.667121	0.000532	0.000266	0.190285	0.808917	0.000743	0.000371	0.190249	0.808638	0.002460	0.001230	0.189769	0.806541	0.012230	0.006115	0.186980	0.794674	0.054635	0.027318	0.174866	0.743181	
6015000	-83.909182	436	1.064802	2.123188	6.997232	2.186316	0.215784	0.102014	0.135939	0.546263	0.003666	0.001133	0.274354	0.720847	0.001689	0.000508	0.280614	0.717189	0.012246	0.004270	0.248120	0.735364	0.084950	0.023927	0.262550	0.628573	0.180861	0.057112	0.206842	0.555185	
6016000	-84.087287	838	2.857407	4.021248	1.762759	2.020314	0.213243	0.113177	0.122218	0.551363	0.001064	0.017387	0.007018	0.974531	0.001538	0.021317	0.008226	0.968919	0.002353	0.026435	0.010066	0.961145	0.019727	0.046336	0.044546	0.889391	0.101037	0.081408	0.104165	0.713391	
6017000	-84.484977	389	4.918907	1.943843	6.223166	4.164118	0.261983	0.131335	0.115314	0.491369	0.124690	0.106921	0.092703	0.675685	0.103444	0.085920	0.100574	0.710062	0.123249	0.093548	0.105105	0.678099	0.251022	0.150460	0.098201	0.500317	0.291127	0.150230	0.103716	0.454927	
6018000	-82.075098	574	0.330882	2.671496	3.270970	3.132756	0.097980	0.050816	0.157385	0.693819	0.000012	0.000054	0.025772	0.974162	0.000033	0.000114	0.033161	0.966692	0.000157	0.000393	0.044880	0.954571	0.004371	0.005158	0.089796	0.900675	0.033102	0.021310	0.146106	0.799482	
6019000	-85.536601	758	29.980276	22.415467	2.804221	1.962173	0.267303	0.114104	0.133652	0.484941	0.018990	0.185050	0.009495	0.786465	0.023779	0.183682	0.011890	0.780649	0.029158	0.182145	0.014579	0.774118	0.153368	0.146657	0.076684	0.623292	0.261580	0.115739	0.130790	0.491891	
6020000	-83.933459	941	5.415988	4.269269	3.770653	3.209777	0.234351	0.121708	0.118931	0.525010	0.019024	0.077172	0.025473	0.878331	0.040911	0.089769	0.044238	0.825082	0.050032	0.096915	0.048843	0.804210	0.102288	0.110186	0.077541	0.709986	0.192430	0.120735	0.108452	0.578383	
6021000	-84.745587	265	9.451065	6.556924	7.599384	5.265124	0.242011	0.121277	0.121058	0.515654	0.182104	0.125461	0.100996	0.591440	0.188594	0.123757	0.104542	0.583107	0.204463	0.123833	0.109255	0.562448	0.226667	0.122574	0.116279	0.534479	0.239968	0.121521	0.120373	0.518138	
6022000	-86.862688	161	22.896425	12.266076	1.596181	1.218655	0.324141	0.097865	0.162070	0.415924	0.011195	0.187271	0.005598	0.795936	0.015052	0.186169	0.007526	0.791252	0.021057	0.184458	0.010529	0.783957	0.157660	0.145430	0.078830	0.618080	0.324716	0.097700	0.162358	0.415225	
6023000	-85.295797	229	12.167563	5.073909	3.948219	3.449703	0.239005	0.122196	0.119496	0.519304	0.072113	0.173834	0.035089	0.718965	0.076314	0.170134	0.037772	0.715780	0.087601	0.166302	0.043538	0.702559	0.136319	0.154437	0.066723	0.642522	0.204757	0.132825	0.101693	0.560725	
6024000	-84.012456	361	3.591686	2.349249	4.920735	4.508483	0.245647	0.124449	0.118710	0.511194	0.010603	0.021245	0.053692	0.914460	0.011945	0.019076	0.066486	0.902493	0.034823	0.039654	0.086666	0.838857	0.136894	0.099811	0.106051	0.657245	0.222597	0.126618	0.111531	0.539254	
6025000	-84.262199	146	1.473546	2.194045	5.430583	2.551184	0.237548	0.114674	0.126933	0.520845	0.000685	0.000652	0.109771	0.888892	0.001017	0.000918	0.115107	0.882957	0.007547	0.005959	0.127917	0.858577	0.083399	0.038861	0.176939	0.700801	0.201028	0.086790	0.152511	0.559672	
